-12.903417646186426,-1.9910829428117722
-18.005319798830897,-8.231011377676623
-18.16789955208951,-18.65795079059899
-12.594302669618628,-23.019208584330045
-3.62115449194971,-22.571198159072082
-3.9860388847300783,-17.306578008108772
-12.33693215798121,-17.948971134319436
-15.958120794821298,-12.088996457139729
-15.4306650107319,-5.217950020974968
-8.572671309972066,-4.839803301059874
-7.61890163726639,-11.417570290650474
-2.8333172749407822,-8.696755621844204
-2.315629779055598,4.343029616691638
